,Filename,TTR,WordCount,UniqueWords,MLU,Fillers,NSNouns,LIVerbs,$,'',",",.,:,CC,CD,DT,EX,IN,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,PDT,POS,PRP,PRP$,RB,RBR,RBS,RP,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,``,SYM,FW,WP$,Segment_x,WC_x,Analytic_x,Clout_x,Authentic_x,Tone_x,WPS_x,Sixltr_x,Dic_x,function_x,pronoun_x,ppron_x,i_x,we_x,you_x,shehe_x,they_x,ipron_x,article_x,prep_x,auxverb_x,adverb_x,conj_x,negate_x,verb_x,adj_x,compare_x,interrog_x,number_x,quant_x,affect_x,posemo_x,negemo_x,anx_x,anger_x,sad_x,social_x,family_x,friend_x,female_x,male_x,cogproc_x,insight_x,cause_x,discrep_x,tentat_x,certain_x,differ_x,percept_x,see_x,hear_x,feel_x,bio_x,body_x,health_x,sexual_x,ingest_x,drives_x,affiliation_x,achieve_x,power_x,reward_x,risk_x,focuspast_x,focuspresent_x,focusfuture_x,relativ_x,motion_x,space_x,time_x,work_x,leisure_x,home_x,money_x,relig_x,death_x,informal_x,swear_x,netspeak_x,assent_x,nonflu_x,filler_x,AllPunc_x,Period_x,Comma_x,Colon_x,SemiC_x,QMark_x,Exclam_x,Dash_x,Quote_x,Apostro_x,Parenth_x,OtherP_x,Segment_y,WC_y,Analytic_y,Clout_y,Authentic_y,Tone_y,WPS_y,Sixltr_y,Dic_y,function_y,pronoun_y,ppron_y,i_y,we_y,you_y,shehe_y,they_y,ipron_y,article_y,prep_y,auxverb_y,adverb_y,conj_y,negate_y,verb_y,adj_y,compare_y,interrog_y,number_y,quant_y,affect_y,posemo_y,negemo_y,anx_y,anger_y,sad_y,social_y,family_y,friend_y,female_y,male_y,cogproc_y,insight_y,cause_y,discrep_y,tentat_y,certain_y,differ_y,percept_y,see_y,hear_y,feel_y,bio_y,body_y,health_y,sexual_y,ingest_y,drives_y,affiliation_y,achieve_y,power_y,reward_y,risk_y,focuspast_y,focuspresent_y,focusfuture_y,relativ_y,motion_y,space_y,time_y,work_y,leisure_y,home_y,money_y,relig_y,death_y,informal_y,swear_y,netspeak_y,assent_y,nonflu_y,filler_y,AllPunc_y,Period_y,Comma_y,Colon_y,SemiC_y,QMark_y,Exclam_y,Dash_y,Quote_y,Apostro_y,Parenth_y,OtherP_y
112,Bush - Speech55 - Edited.txt,0.3146551724137931,1392.0,438.0,22.761194029850746,7.0,7.0,57.0,0.0,0.0,66.0,67.0,25.0,56.0,5.0,151.0,8.0,170.0,61.0,1.0,1.0,29.0,133.0,51.0,3.0,55.0,2.0,2.0,149.0,12.0,88.0,1.0,0.0,0.0,50.0,1.0,87.0,37.0,25.0,48.0,71.0,43.0,15.0,6.0,6.0,0.0,0.0,0.0,0.0,1,1308,35.51,36.83,72.24,59.05,19.52,17.51,90.67,61.85,20.34,10.32,6.73,0.61,0.84,1.07,1.07,10.02,6.57,13.99,12.16,5.73,5.96,2.52,21.1,1.99,0.99,1.68,0.46,3.67,4.05,2.68,0.92,0.08,0.38,0.38,8.26,0.0,0.0,0.0,1.3,15.83,4.74,1.91,1.22,3.67,2.37,3.82,2.83,1.15,0.92,0.61,0.76,0.23,0.0,0.0,0.54,4.59,1.53,0.69,1.07,1.22,0.54,4.59,13.46,1.53,11.54,1.99,7.57,2.29,1.99,0.54,0.08,0.31,0.0,0.15,0.46,0.0,0.08,0.15,0.15,0.08,16.82,5.12,5.05,0.0,0.0,0.15,0.0,1.91,0.0,4.43,0.0,0.15,1,1308,35.51,36.83,72.24,59.05,19.52,17.51,90.67,61.85,20.34,10.32,6.73,0.61,0.84,1.07,1.07,10.02,6.57,13.99,12.16,5.73,5.96,2.52,21.1,1.99,0.99,1.68,0.46,3.67,4.05,2.68,0.92,0.08,0.38,0.38,8.26,0.0,0.0,0.0,1.3,15.83,4.74,1.91,1.22,3.67,2.37,3.82,2.83,1.15,0.92,0.61,0.76,0.23,0.0,0.0,0.54,4.59,1.53,0.69,1.07,1.22,0.54,4.59,13.46,1.53,11.54,1.99,7.57,2.29,1.99,0.54,0.08,0.31,0.0,0.15,0.46,0.0,0.08,0.15,0.15,0.08,16.82,5.12,5.05,0.0,0.0,0.15,0.0,1.91,0.0,4.43,0.0,0.15
113,Bush - Speech84 - Edited.txt,0.3441108545034642,1299.0,447.0,21.208955223880597,2.0,4.0,56.0,3.0,2.0,52.0,67.0,17.0,66.0,15.0,129.0,4.0,139.0,50.0,2.0,1.0,28.0,123.0,74.0,7.0,46.0,0.0,3.0,122.0,23.0,100.0,1.0,0.0,7.0,55.0,0.0,84.0,29.0,32.0,28.0,68.0,29.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,1,1249,44.47,62.57,55.68,66.67,18.1,15.21,89.59,60.21,17.93,10.41,4.24,2.32,1.12,1.84,0.88,7.53,6.33,14.49,11.69,4.08,7.29,2.72,20.02,3.2,2.0,0.72,1.44,2.0,5.12,3.52,1.36,0.08,0.72,0.16,10.97,0.0,0.24,0.0,2.08,14.17,3.12,1.44,1.84,2.88,1.92,4.24,1.68,1.04,0.48,0.16,0.64,0.08,0.16,0.0,0.4,9.37,3.36,1.92,2.8,1.6,0.56,3.68,13.37,1.76,13.93,2.4,7.93,4.32,1.44,0.24,0.4,0.32,0.08,0.08,0.56,0.0,0.08,0.24,0.24,0.0,15.29,5.68,4.16,0.16,0.08,0.32,0.0,1.52,0.32,2.8,0.0,0.24,1,1249,44.47,62.57,55.68,66.67,18.1,15.21,89.59,60.21,17.93,10.41,4.24,2.32,1.12,1.84,0.88,7.53,6.33,14.49,11.69,4.08,7.29,2.72,20.02,3.2,2.0,0.72,1.44,2.0,5.12,3.52,1.36,0.08,0.72,0.16,10.97,0.0,0.24,0.0,2.08,14.17,3.12,1.44,1.84,2.88,1.92,4.24,1.68,1.04,0.48,0.16,0.64,0.08,0.16,0.0,0.4,9.37,3.36,1.92,2.8,1.6,0.56,3.68,13.37,1.76,13.93,2.4,7.93,4.32,1.44,0.24,0.4,0.32,0.08,0.08,0.56,0.0,0.08,0.24,0.24,0.0,15.29,5.68,4.16,0.16,0.08,0.32,0.0,1.52,0.32,2.8,0.0,0.24
114,Bush - Speech41 - Edited.txt,0.3484848484848485,1320.0,460.0,24.35,4.0,2.0,49.0,0.0,0.0,80.0,60.0,20.0,60.0,6.0,148.0,3.0,160.0,77.0,2.0,1.0,31.0,147.0,80.0,7.0,40.0,0.0,0.0,114.0,12.0,76.0,2.0,0.0,4.0,43.0,0.0,77.0,20.0,20.0,29.0,64.0,48.0,14.0,6.0,9.0,0.0,0.0,1.0,0.0,1,1267,55.02,62.98,41.64,87.8,21.12,20.99,86.82,57.62,16.97,7.97,3.87,1.66,1.18,0.87,0.39,9.0,7.66,14.36,10.81,4.34,7.34,1.74,17.44,4.26,2.21,1.34,0.71,1.82,6.24,4.89,1.26,0.24,0.08,0.08,9.39,0.0,0.08,0.08,0.87,14.36,4.81,0.95,1.97,2.84,2.13,3.31,1.66,0.79,0.71,0.08,0.0,0.0,0.0,0.0,0.0,8.29,2.45,1.18,2.6,1.82,0.95,3.0,13.18,1.58,10.58,1.5,6.55,3.16,2.37,0.16,0.16,0.39,0.39,0.0,0.24,0.0,0.0,0.16,0.08,0.0,16.1,4.81,6.31,0.08,0.32,0.24,0.0,1.42,0.0,2.76,0.0,0.16,1,1267,55.02,62.98,41.64,87.8,21.12,20.99,86.82,57.62,16.97,7.97,3.87,1.66,1.18,0.87,0.39,9.0,7.66,14.36,10.81,4.34,7.34,1.74,17.44,4.26,2.21,1.34,0.71,1.82,6.24,4.89,1.26,0.24,0.08,0.08,9.39,0.0,0.08,0.08,0.87,14.36,4.81,0.95,1.97,2.84,2.13,3.31,1.66,0.79,0.71,0.08,0.0,0.0,0.0,0.0,0.0,8.29,2.45,1.18,2.6,1.82,0.95,3.0,13.18,1.58,10.58,1.5,6.55,3.16,2.37,0.16,0.16,0.39,0.39,0.0,0.24,0.0,0.0,0.16,0.08,0.0,16.1,4.81,6.31,0.08,0.32,0.24,0.0,1.42,0.0,2.76,0.0,0.16
115,Bush - Speech108 - Edited.txt,0.2579505300353357,2830.0,730.0,19.06024096385542,17.0,6.0,130.0,0.0,6.0,168.0,166.0,26.0,136.0,12.0,270.0,7.0,296.0,155.0,9.0,2.0,67.0,279.0,118.0,8.0,92.0,1.0,2.0,301.0,25.0,239.0,5.0,0.0,16.0,107.0,4.0,199.0,59.0,57.0,56.0,144.0,77.0,15.0,14.0,19.0,6.0,1.0,0.0,0.0,1,2687,33.33,55.47,49.68,84.73,16.09,17.45,89.54,59.51,18.53,10.16,4.65,2.9,0.78,0.37,1.45,8.37,5.73,13.47,10.98,5.95,7.85,2.87,20.69,4.21,2.34,1.41,0.6,2.57,5.06,4.21,0.86,0.0,0.07,0.22,9.42,0.0,0.07,0.0,0.37,15.22,3.46,1.67,2.38,3.28,1.94,4.21,2.46,1.12,0.97,0.37,0.22,0.04,0.07,0.0,0.07,9.94,3.61,1.49,2.72,1.82,0.93,3.65,13.84,1.53,11.39,2.16,7.18,2.42,3.61,0.15,0.15,1.23,0.37,0.07,0.89,0.0,0.04,0.15,0.71,0.0,18.76,6.55,6.25,0.0,0.26,0.19,0.0,1.0,0.45,3.91,0.0,0.15,1,2687,33.33,55.47,49.68,84.73,16.09,17.45,89.54,59.51,18.53,10.16,4.65,2.9,0.78,0.37,1.45,8.37,5.73,13.47,10.98,5.95,7.85,2.87,20.69,4.21,2.34,1.41,0.6,2.57,5.06,4.21,0.86,0.0,0.07,0.22,9.42,0.0,0.07,0.0,0.37,15.22,3.46,1.67,2.38,3.28,1.94,4.21,2.46,1.12,0.97,0.37,0.22,0.04,0.07,0.0,0.07,9.94,3.61,1.49,2.72,1.82,0.93,3.65,13.84,1.53,11.39,2.16,7.18,2.42,3.61,0.15,0.15,1.23,0.37,0.07,0.89,0.0,0.04,0.15,0.71,0.0,18.76,6.55,6.25,0.0,0.26,0.19,0.0,1.0,0.45,3.91,0.0,0.15
116,Bush - Speech39 - Edited.txt,0.2733333333333333,2250.0,615.0,16.766666666666666,11.0,7.0,99.0,0.0,0.0,112.0,150.0,32.0,96.0,11.0,235.0,9.0,256.0,111.0,4.0,1.0,53.0,232.0,131.0,15.0,68.0,2.0,1.0,221.0,39.0,149.0,0.0,0.0,14.0,77.0,1.0,143.0,34.0,39.0,49.0,130.0,62.0,12.0,11.0,15.0,0.0,0.0,0.0,0.0,1,2156,51.68,51.67,48.84,79.78,14.37,17.63,87.29,59.74,17.12,10.34,5.66,1.81,0.65,1.07,1.16,6.77,7.84,14.66,11.32,5.06,7.0,2.37,19.85,3.2,1.58,1.3,0.97,1.95,4.68,3.8,0.83,0.14,0.14,0.14,9.18,0.09,0.09,0.28,0.83,14.47,3.99,2.37,2.5,2.55,1.02,3.2,1.53,0.88,0.32,0.23,0.65,0.19,0.14,0.0,0.28,7.61,2.78,0.93,2.92,0.88,0.56,2.6,14.66,1.81,11.55,1.99,7.14,2.6,1.86,0.42,0.19,0.19,0.14,0.09,0.7,0.0,0.0,0.09,0.6,0.0,17.76,7.1,5.19,0.14,0.23,0.23,0.0,1.53,0.0,3.25,0.0,0.09,1,2156,51.68,51.67,48.84,79.78,14.37,17.63,87.29,59.74,17.12,10.34,5.66,1.81,0.65,1.07,1.16,6.77,7.84,14.66,11.32,5.06,7.0,2.37,19.85,3.2,1.58,1.3,0.97,1.95,4.68,3.8,0.83,0.14,0.14,0.14,9.18,0.09,0.09,0.28,0.83,14.47,3.99,2.37,2.5,2.55,1.02,3.2,1.53,0.88,0.32,0.23,0.65,0.19,0.14,0.0,0.28,7.61,2.78,0.93,2.92,0.88,0.56,2.6,14.66,1.81,11.55,1.99,7.14,2.6,1.86,0.42,0.19,0.19,0.14,0.09,0.7,0.0,0.0,0.09,0.6,0.0,17.76,7.1,5.19,0.14,0.23,0.23,0.0,1.53,0.0,3.25,0.0,0.09
117,Bush - Speech12 - Edited.txt,0.2858435097241067,2211.0,632.0,21.136752136752136,13.0,3.0,71.0,0.0,0.0,141.0,117.0,29.0,99.0,8.0,224.0,10.0,245.0,128.0,4.0,3.0,42.0,247.0,78.0,5.0,86.0,1.0,3.0,219.0,28.0,168.0,6.0,0.0,5.0,85.0,3.0,130.0,50.0,36.0,43.0,137.0,56.0,9.0,20.0,8.0,0.0,0.0,0.0,0.0,1,2119,50.8,58.04,73.28,66.84,17.96,18.17,88.34,59.6,17.79,9.63,5.14,1.6,0.99,0.42,1.46,8.16,7.55,14.35,9.82,5.52,7.46,1.98,18.59,3.54,1.84,1.46,0.42,1.75,4.48,3.26,1.09,0.28,0.24,0.14,9.39,0.09,0.19,0.0,0.52,11.85,3.35,1.98,1.56,1.56,1.04,2.83,2.55,1.56,0.38,0.47,0.52,0.09,0.24,0.0,0.09,7.93,2.78,0.99,3.4,0.85,0.52,3.73,13.45,1.51,15.38,2.74,8.16,5.05,1.46,0.24,0.05,0.14,0.0,0.05,0.52,0.0,0.0,0.28,0.24,0.0,17.23,5.47,6.65,0.19,0.38,0.14,0.0,1.09,0.0,3.3,0.0,0.0,1,2119,50.8,58.04,73.28,66.84,17.96,18.17,88.34,59.6,17.79,9.63,5.14,1.6,0.99,0.42,1.46,8.16,7.55,14.35,9.82,5.52,7.46,1.98,18.59,3.54,1.84,1.46,0.42,1.75,4.48,3.26,1.09,0.28,0.24,0.14,9.39,0.09,0.19,0.0,0.52,11.85,3.35,1.98,1.56,1.56,1.04,2.83,2.55,1.56,0.38,0.47,0.52,0.09,0.24,0.0,0.09,7.93,2.78,0.99,3.4,0.85,0.52,3.73,13.45,1.51,15.38,2.74,8.16,5.05,1.46,0.24,0.05,0.14,0.0,0.05,0.52,0.0,0.0,0.28,0.24,0.0,17.23,5.47,6.65,0.19,0.38,0.14,0.0,1.09,0.0,3.3,0.0,0.0
118,Bush - Speech129 - Edited.txt,0.3037486218302095,1814.0,551.0,13.056962025316455,8.0,3.0,57.0,0.0,0.0,89.0,158.0,8.0,75.0,13.0,201.0,9.0,178.0,86.0,5.0,2.0,29.0,176.0,56.0,0.0,62.0,3.0,10.0,232.0,19.0,148.0,3.0,3.0,8.0,51.0,7.0,85.0,67.0,32.0,55.0,116.0,49.0,4.0,14.0,10.0,0.0,0.0,0.0,0.0,1,1714,27.02,34.78,78.76,79.88,10.85,14.18,90.78,60.21,20.3,11.96,7.41,1.34,1.4,1.63,0.18,8.34,6.88,12.31,11.84,5.54,6.83,4.2,20.95,4.38,2.16,1.52,0.99,2.68,4.84,3.79,0.82,0.12,0.23,0.29,9.86,0.41,0.35,0.18,1.75,14.59,3.73,1.11,1.17,2.57,2.04,4.9,3.15,1.05,1.17,0.82,0.53,0.06,0.06,0.0,0.29,6.59,2.57,1.69,2.1,1.4,0.29,5.89,13.3,1.52,12.54,2.16,6.83,3.91,1.75,1.11,0.7,0.35,0.06,0.06,0.88,0.0,0.0,0.35,0.53,0.0,21.65,8.98,5.19,0.0,0.0,0.29,0.0,1.05,0.0,6.01,0.0,0.12,1,1714,27.02,34.78,78.76,79.88,10.85,14.18,90.78,60.21,20.3,11.96,7.41,1.34,1.4,1.63,0.18,8.34,6.88,12.31,11.84,5.54,6.83,4.2,20.95,4.38,2.16,1.52,0.99,2.68,4.84,3.79,0.82,0.12,0.23,0.29,9.86,0.41,0.35,0.18,1.75,14.59,3.73,1.11,1.17,2.57,2.04,4.9,3.15,1.05,1.17,0.82,0.53,0.06,0.06,0.0,0.29,6.59,2.57,1.69,2.1,1.4,0.29,5.89,13.3,1.52,12.54,2.16,6.83,3.91,1.75,1.11,0.7,0.35,0.06,0.06,0.88,0.0,0.0,0.35,0.53,0.0,21.65,8.98,5.19,0.0,0.0,0.29,0.0,1.05,0.0,6.01,0.0,0.12
119,Bush - Speech102 - Edited.txt,0.2913543228385807,2001.0,583.0,17.358778625954198,7.0,11.0,92.0,0.0,10.0,138.0,131.0,19.0,94.0,16.0,195.0,4.0,196.0,100.0,6.0,2.0,42.0,203.0,79.0,4.0,83.0,5.0,2.0,203.0,14.0,136.0,4.0,0.0,7.0,63.0,8.0,138.0,49.0,33.0,46.0,133.0,56.0,13.0,9.0,23.0,9.0,0.0,0.0,1.0,1,1901,37.64,61.6,45.39,65.63,14.74,15.68,90.74,59.18,16.78,9.31,4.58,1.95,1.26,0.74,0.79,7.47,7.21,12.89,12.36,6.15,7.73,2.42,21.62,3.68,1.32,1.84,0.58,1.84,6.52,4.16,2.05,0.63,0.21,0.58,10.26,0.0,0.21,0.0,1.05,12.15,2.26,1.47,1.74,2.63,1.47,3.47,2.1,0.58,1.0,0.53,0.84,0.37,0.32,0.16,0.05,10.84,3.16,1.95,3.58,3.0,0.84,4.16,15.2,1.63,12.47,1.79,6.26,4.63,3.47,0.11,0.42,1.21,0.0,0.16,0.95,0.05,0.0,0.42,0.37,0.0,20.15,6.68,7.26,0.21,0.26,0.21,0.0,0.89,1.0,3.63,0.0,0.0,1,1901,37.64,61.6,45.39,65.63,14.74,15.68,90.74,59.18,16.78,9.31,4.58,1.95,1.26,0.74,0.79,7.47,7.21,12.89,12.36,6.15,7.73,2.42,21.62,3.68,1.32,1.84,0.58,1.84,6.52,4.16,2.05,0.63,0.21,0.58,10.26,0.0,0.21,0.0,1.05,12.15,2.26,1.47,1.74,2.63,1.47,3.47,2.1,0.58,1.0,0.53,0.84,0.37,0.32,0.16,0.05,10.84,3.16,1.95,3.58,3.0,0.84,4.16,15.2,1.63,12.47,1.79,6.26,4.63,3.47,0.11,0.42,1.21,0.0,0.16,0.95,0.05,0.0,0.42,0.37,0.0,20.15,6.68,7.26,0.21,0.26,0.21,0.0,0.89,1.0,3.63,0.0,0.0
120,Bush - Speech4 - Edited.txt,0.31016042780748665,1309.0,406.0,18.1875,5.0,2.0,68.0,0.0,2.0,66.0,80.0,17.0,66.0,6.0,119.0,4.0,115.0,58.0,5.0,1.0,34.0,120.0,55.0,7.0,25.0,0.0,6.0,153.0,16.0,92.0,0.0,0.0,7.0,51.0,2.0,87.0,19.0,33.0,28.0,93.0,45.0,11.0,17.0,11.0,2.0,0.0,0.0,2.0,1,1210,17.92,24.88,85.21,85.19,15.12,15.29,93.06,62.4,21.16,11.74,8.51,0.66,0.25,1.24,1.07,9.42,5.54,12.89,13.8,5.62,8.26,3.39,23.06,3.8,2.15,2.64,0.5,1.82,6.12,4.71,1.32,0.17,0.17,0.08,8.43,0.08,0.0,0.0,1.32,14.38,4.05,1.65,1.57,2.73,1.49,4.21,2.15,0.99,0.5,0.66,0.58,0.08,0.25,0.0,0.25,8.68,1.24,1.49,4.46,1.65,0.91,2.73,17.19,3.64,13.31,2.31,7.77,4.3,2.64,0.41,0.0,0.08,0.0,0.0,0.58,0.0,0.0,0.08,0.5,0.0,20.17,6.28,5.45,0.08,0.33,0.33,0.08,0.99,0.33,6.12,0.0,0.17,1,1210,17.92,24.88,85.21,85.19,15.12,15.29,93.06,62.4,21.16,11.74,8.51,0.66,0.25,1.24,1.07,9.42,5.54,12.89,13.8,5.62,8.26,3.39,23.06,3.8,2.15,2.64,0.5,1.82,6.12,4.71,1.32,0.17,0.17,0.08,8.43,0.08,0.0,0.0,1.32,14.38,4.05,1.65,1.57,2.73,1.49,4.21,2.15,0.99,0.5,0.66,0.58,0.08,0.25,0.0,0.25,8.68,1.24,1.49,4.46,1.65,0.91,2.73,17.19,3.64,13.31,2.31,7.77,4.3,2.64,0.41,0.0,0.08,0.0,0.0,0.58,0.0,0.0,0.08,0.5,0.0,20.17,6.28,5.45,0.08,0.33,0.33,0.08,0.99,0.33,6.12,0.0,0.17
121,Bush - Speech91 - Edited.txt,0.2391445236552171,3086.0,738.0,17.895833333333332,6.0,8.0,114.0,0.0,3.0,157.0,192.0,12.0,122.0,10.0,316.0,19.0,329.0,158.0,7.0,6.0,57.0,288.0,182.0,16.0,114.0,3.0,5.0,277.0,31.0,208.0,2.0,1.0,16.0,135.0,3.0,184.0,57.0,84.0,71.0,176.0,122.0,15.0,44.0,10.0,3.0,0.0,1.0,0.0,1,2939,46.28,68.54,29.85,68.17,15.31,17.97,87.99,58.49,17.86,9.02,3.64,2.59,1.02,1.26,0.51,8.85,6.5,14.36,11.67,5.1,6.12,2.35,21.71,3.16,1.74,1.91,0.54,1.91,4.49,3.37,1.12,0.31,0.37,0.27,10.45,0.0,0.1,0.0,1.33,12.22,2.42,1.22,2.45,2.96,1.87,3.2,2.42,1.36,0.78,0.24,0.34,0.14,0.14,0.0,0.07,9.53,3.61,1.94,3.5,1.43,0.61,3.64,15.04,3.03,12.28,2.82,7.25,2.86,2.69,0.2,0.07,0.17,0.14,0.0,0.41,0.03,0.0,0.14,0.24,0.0,17.86,6.81,5.38,0.03,0.07,0.2,0.0,0.51,0.2,4.53,0.0,0.14,1,2939,46.28,68.54,29.85,68.17,15.31,17.97,87.99,58.49,17.86,9.02,3.64,2.59,1.02,1.26,0.51,8.85,6.5,14.36,11.67,5.1,6.12,2.35,21.71,3.16,1.74,1.91,0.54,1.91,4.49,3.37,1.12,0.31,0.37,0.27,10.45,0.0,0.1,0.0,1.33,12.22,2.42,1.22,2.45,2.96,1.87,3.2,2.42,1.36,0.78,0.24,0.34,0.14,0.14,0.0,0.07,9.53,3.61,1.94,3.5,1.43,0.61,3.64,15.04,3.03,12.28,2.82,7.25,2.86,2.69,0.2,0.07,0.17,0.14,0.0,0.41,0.03,0.0,0.14,0.24,0.0,17.86,6.81,5.38,0.03,0.07,0.2,0.0,0.51,0.2,4.53,0.0,0.14
122,Bush - Speech101 - Edited.txt,0.3408906882591093,1235.0,421.0,22.508196721311474,5.0,2.0,36.0,0.0,2.0,76.0,61.0,11.0,51.0,6.0,136.0,7.0,136.0,56.0,3.0,1.0,28.0,133.0,66.0,4.0,50.0,2.0,1.0,100.0,23.0,92.0,1.0,0.0,4.0,41.0,0.0,65.0,16.0,34.0,29.0,71.0,36.0,7.0,16.0,5.0,2.0,0.0,0.0,1.0,1,1180,48.36,66.42,62.84,89.54,19.34,19.32,89.32,58.05,16.95,8.9,4.15,1.69,1.27,0.76,1.02,8.05,7.37,13.47,10.51,6.44,6.44,2.03,19.07,3.81,1.86,1.86,0.68,2.37,5.76,4.75,0.93,0.08,0.08,0.17,10.93,0.08,0.25,0.08,1.02,13.39,4.41,0.85,1.27,3.05,1.53,3.47,2.12,1.02,0.59,0.51,0.25,0.08,0.0,0.0,0.17,6.53,2.63,1.27,2.2,1.19,0.34,2.8,13.64,1.95,12.97,2.2,8.14,2.97,3.14,0.68,0.25,0.17,0.34,0.0,0.51,0.0,0.0,0.08,0.42,0.0,16.95,4.75,6.44,0.08,0.25,0.42,0.0,0.93,0.34,3.73,0.0,0.0,1,1180,48.36,66.42,62.84,89.54,19.34,19.32,89.32,58.05,16.95,8.9,4.15,1.69,1.27,0.76,1.02,8.05,7.37,13.47,10.51,6.44,6.44,2.03,19.07,3.81,1.86,1.86,0.68,2.37,5.76,4.75,0.93,0.08,0.08,0.17,10.93,0.08,0.25,0.08,1.02,13.39,4.41,0.85,1.27,3.05,1.53,3.47,2.12,1.02,0.59,0.51,0.25,0.08,0.0,0.0,0.17,6.53,2.63,1.27,2.2,1.19,0.34,2.8,13.64,1.95,12.97,2.2,8.14,2.97,3.14,0.68,0.25,0.17,0.34,0.0,0.51,0.0,0.0,0.08,0.42,0.0,16.95,4.75,6.44,0.08,0.25,0.42,0.0,0.93,0.34,3.73,0.0,0.0
123,Bush - Speech100 - Edited.txt,0.3225806451612903,1395.0,450.0,18.151162790697676,3.0,4.0,54.0,0.0,1.0,80.0,86.0,5.0,65.0,8.0,136.0,3.0,137.0,82.0,5.0,4.0,25.0,121.0,72.0,9.0,61.0,1.0,1.0,138.0,24.0,106.0,2.0,0.0,6.0,65.0,0.0,91.0,40.0,21.0,23.0,78.0,32.0,11.0,15.0,6.0,1.0,0.0,0.0,0.0,1,1353,51.57,83.54,66.19,86.15,15.73,20.92,89.06,58.54,17.89,10.57,3.84,3.84,1.48,0.89,0.52,7.32,6.36,14.63,9.76,5.69,6.73,1.33,17.96,3.7,2.37,1.85,0.96,2.29,3.77,3.62,0.15,0.0,0.0,0.07,12.86,0.0,0.3,0.0,0.89,12.71,3.7,1.11,1.18,3.03,2.0,3.25,1.48,0.44,0.67,0.22,0.37,0.07,0.07,0.0,0.22,9.61,4.95,1.18,2.73,0.89,0.15,3.62,13.16,1.48,14.78,2.59,8.72,4.36,3.25,0.3,0.22,0.59,0.0,0.0,0.44,0.0,0.0,0.22,0.22,0.0,16.63,6.87,5.91,0.0,0.15,0.44,0.0,0.44,0.15,2.66,0.0,0.0,1,1353,51.57,83.54,66.19,86.15,15.73,20.92,89.06,58.54,17.89,10.57,3.84,3.84,1.48,0.89,0.52,7.32,6.36,14.63,9.76,5.69,6.73,1.33,17.96,3.7,2.37,1.85,0.96,2.29,3.77,3.62,0.15,0.0,0.0,0.07,12.86,0.0,0.3,0.0,0.89,12.71,3.7,1.11,1.18,3.03,2.0,3.25,1.48,0.44,0.67,0.22,0.37,0.07,0.07,0.0,0.22,9.61,4.95,1.18,2.73,0.89,0.15,3.62,13.16,1.48,14.78,2.59,8.72,4.36,3.25,0.3,0.22,0.59,0.0,0.0,0.44,0.0,0.0,0.22,0.22,0.0,16.63,6.87,5.91,0.0,0.15,0.44,0.0,0.44,0.15,2.66,0.0,0.0
124,Bush - Speech71 - Edited.txt,0.2524271844660194,2987.0,754.0,20.6,6.0,14.0,99.0,0.0,1.0,148.0,160.0,53.0,116.0,14.0,311.0,13.0,373.0,127.0,4.0,8.0,66.0,299.0,208.0,15.0,101.0,1.0,6.0,281.0,35.0,186.0,10.0,0.0,9.0,99.0,4.0,160.0,50.0,65.0,77.0,150.0,91.0,22.0,21.0,11.0,1.0,0.0,0.0,0.0,1,2836,52.33,62.59,58.69,48.68,17.61,17.14,89.14,59.2,17.45,9.66,4.62,2.79,0.63,1.2,0.42,7.79,6.91,15.41,11.57,4.9,6.56,1.97,19.78,4.23,2.61,1.3,0.56,2.54,4.41,2.72,1.48,0.42,0.56,0.35,9.7,0.04,0.56,0.0,1.3,13.15,3.6,1.09,1.87,3.42,1.34,3.31,2.54,0.95,0.99,0.56,0.63,0.25,0.0,0.0,0.35,9.27,4.16,1.48,2.64,1.45,0.78,3.81,12.69,2.26,13.86,2.08,8.89,3.35,2.05,0.25,0.35,0.56,0.28,0.0,0.42,0.0,0.04,0.28,0.11,0.0,16.96,5.57,5.22,0.04,0.21,0.35,0.0,1.9,0.07,3.39,0.0,0.21,1,2836,52.33,62.59,58.69,48.68,17.61,17.14,89.14,59.2,17.45,9.66,4.62,2.79,0.63,1.2,0.42,7.79,6.91,15.41,11.57,4.9,6.56,1.97,19.78,4.23,2.61,1.3,0.56,2.54,4.41,2.72,1.48,0.42,0.56,0.35,9.7,0.04,0.56,0.0,1.3,13.15,3.6,1.09,1.87,3.42,1.34,3.31,2.54,0.95,0.99,0.56,0.63,0.25,0.0,0.0,0.35,9.27,4.16,1.48,2.64,1.45,0.78,3.81,12.69,2.26,13.86,2.08,8.89,3.35,2.05,0.25,0.35,0.56,0.28,0.0,0.42,0.0,0.04,0.28,0.11,0.0,16.96,5.57,5.22,0.04,0.21,0.35,0.0,1.9,0.07,3.39,0.0,0.21
