"","Player","Year","Pos","TS.","AST.","FG.","FT.","X3P.","X2P.","ORB","DRB","AST","STL","BLK","TOV","PF","PTS","Player_year","randomPart_euclidean_12"
"199","Avery Johnson",2000,"PG",0.5,32.5,0.473,0.735,0.111,0.477,0.5,1.8,6.9,1.1,0.3,2,2.1,12.9,"Avery Johnson-2000",2
"201","Ervin Johnson",2000,"C",0.55,2.8,0.516,0.605,0,0.518,3.9,7,0.7,1.4,2.1,1.4,5,6.5,"Ervin Johnson-2000",7
"203","Larry Johnson",2000,"PF",0.517,12.6,0.433,0.766,0.333,0.469,1.4,4.6,2.8,0.7,0.1,1.5,3.2,11.8,"Larry Johnson-2000",11
"204","Charles Jones",2000,"PG",0.445,22.5,0.328,0.739,0.331,0.325,0.9,2.4,5.1,1.6,0.3,1.5,2.5,10.2,"Charles Jones-2000",5
"205","Damon Jones",2000,"PG",0.508,23.9,0.385,0.667,0.36,0.415,0.7,2.5,5.6,1.1,0.1,2.4,2,13.7,"Damon Jones-2000",2
"206","Eddie Jones",2000,"SG",0.555,19,0.427,0.864,0.375,0.45,1,3.4,3.9,2.5,0.6,2.1,2.3,18.5,"Eddie Jones-2000",4
"207","Jumaine Jones",2000,"SF",0.432,6.1,0.379,0.611,0.5,0.37,4.2,5.7,1.3,1.6,1.3,3.7,2.6,14.9,"Jumaine Jones-2000",1
"208","Popeye Jones",2000,"PF",0.463,9,0.423,0.737,0.667,0.416,4.5,6.8,2.1,0.3,0.7,1.4,5.5,11.3,"Popeye Jones-2000",9
"209","Reggie Jordan",2000,"PG",0.349,19.1,0.321,0.538,0,0.327,2.4,3.7,4.7,1.8,0.3,2.8,4.3,6.1,"Reggie Jordan-2000",1
"210","Adam Keefe",2000,"C",0.463,8.5,0.408,0.806,0,0.411,2.7,5.4,2,1,0.8,2.7,5.4,8,"Adam Keefe-2000",8
"211","Shawn Kemp",2000,"C",0.508,10,0.417,0.776,0.333,0.418,3.3,7.1,2,1.4,1.4,4.2,5.4,21.1,"Shawn Kemp-2000",12
"212","Steve Kerr",2000,"PG",0.564,7.2,0.432,0.818,0.516,0.372,0.4,2.1,1.6,0.5,0,0.9,1.9,12,"Steve Kerr-2000",11
"213","Jerome Kersey",2000,"SF",0.431,8.3,0.412,0.707,0,0.423,1.6,4.6,1.9,1.8,1.3,1.4,4.4,8.8,"Jerome Kersey-2000",1
"215","Jason Kidd",2000,"PG",0.498,40.1,0.409,0.829,0.337,0.427,1.3,5.3,9.3,1.8,0.4,3.1,2,13.2,"Jason Kidd-2000",10
"217","Kerry Kittles",2000,"SG",0.535,12.7,0.437,0.795,0.4,0.456,0.9,3.4,2.7,1.5,0.4,1.1,2.3,15.3,"Kerry Kittles-2000",11
"219","Brevin Knight",2000,"PG",0.471,42.2,0.412,0.761,0.2,0.416,0.8,3.2,9.4,2.2,0.4,3.2,3.8,12.4,"Brevin Knight-2000",5
"221","Toni Kukoc",2000,"SF",0.491,27.9,0.408,0.725,0.262,0.452,1.5,4,5.3,1.6,0.6,2.9,2.3,16.7,"Toni Kukoc-2000",10
"222","Christian Laettner",2000,"C",0.539,12.4,0.473,0.812,0.292,0.479,2.6,5.6,2.7,1.2,0.7,2.7,4.8,14.8,"Christian Laettner-2000",9
"223","Raef LaFrentz",2000,"C",0.512,6.5,0.446,0.686,0.328,0.477,2.5,7,1.4,0.6,2.7,1.4,4.3,14.9,"Raef LaFrentz-2000",9
"228","Tim Legler",2000,"SG",0.448,12.8,0.359,0.778,0.333,0.368,0.5,2.4,3,0.5,0.1,0.8,4.2,9.8,"Tim Legler-2000",3
"229","Voshon Lenard",2000,"SG",0.518,16.1,0.407,0.792,0.39,0.419,0.9,2.9,3.4,1,0.4,2,3.2,15.8,"Voshon Lenard-2000",2
"230","Quincy Lewis",2000,"SG",0.441,7.1,0.372,0.731,0.365,0.374,1.8,2.7,1.6,1,0.6,1.8,6.3,11.4,"Quincy Lewis-2000",1
"231","Rashard Lewis",2000,"SF",0.543,7.3,0.486,0.683,0.333,0.527,2.9,4.8,1.6,1.4,0.8,1.8,3.7,15.4,"Rashard Lewis-2000",6
"232","Randy Livingston",2000,"PG",0.476,24.7,0.416,0.839,0.345,0.428,0.8,3.5,5.7,1.6,0.4,3.1,4.3,12.7,"Randy Livingston-2000",5
"233","Grant Long",2000,"PF",0.512,7.2,0.443,0.775,0,0.454,3.4,5.8,1.7,1.8,0.4,1.9,4.2,7.9,"Grant Long-2000",8
"235","Felipe Lopez",2000,"SG",0.473,9.6,0.425,0.615,0.167,0.444,2.7,3,2,1.5,0.8,2.4,4.3,13.5,"Felipe Lopez-2000",6
"237","George Lynch",2000,"SF",0.498,8.9,0.461,0.617,0.417,0.464,3.2,5.5,2,1.8,0.6,1.8,3.4,10.8,"George Lynch-2000",6
"239","Sam Mack",2000,"SF",0.436,11.1,0.303,0.95,0.328,0.276,0.8,3.5,2.6,1.9,0.1,2.1,4.9,12.3,"Sam Mack-2000",5
"241","Corey Maggette",2000,"SF",0.553,7,0.478,0.751,0.182,0.485,3.2,4.7,1.6,0.6,0.7,3.6,4.4,17,"Corey Maggette-2000",12
"242","Dan Majerle",2000,"SG",0.559,13.2,0.403,0.812,0.362,0.508,0.4,4.8,3.2,1.4,0.3,1,2.4,7.9,"Dan Majerle-2000",11
"243","Karl Malone",2000,"PF",0.582,20.9,0.509,0.797,0.25,0.511,2.1,7.5,3.7,1,0.9,2.8,2.8,25.6,"Karl Malone-2000",12
"244","Matt Maloney",2000,"PG",0.484,21.3,0.358,0.822,0.356,0.361,0.3,1.7,4.2,1,0.1,1.9,1.3,10,"Matt Maloney-2000",2
"245","Danny Manning",2000,"PF",0.46,8.9,0.44,0.654,0.25,0.442,1.5,4.7,2.2,1.8,0.9,1.6,5.4,9.9,"Danny Manning-2000",6
"246","Stephon Marbury",2000,"PG",0.528,39,0.432,0.813,0.283,0.464,0.8,2.2,7.8,1.4,0.2,3.4,2.4,20.5,"Stephon Marbury-2000",10
"247","Shawn Marion",2000,"SF",0.511,9.1,0.471,0.847,0.182,0.486,3,6.5,2,1.1,1.5,1.5,3.2,14.9,"Shawn Marion-2000",12
"250","Donyell Marshall",2000,"PF",0.478,13.5,0.394,0.78,0.355,0.402,3.3,7.8,2.9,1.2,1.2,2.1,3.1,15.8,"Donyell Marshall-2000",9
"251","Darrick Martin",2000,"PG",0.5,20.1,0.38,0.824,0.306,0.42,0.3,1.5,4.9,1.1,0.1,2.5,3.6,16.2,"Darrick Martin-2000",2
"252","Jamal Mashburn",2000,"SF",0.526,18.6,0.445,0.778,0.403,0.458,0.8,4,3.8,1,0.2,2.3,2.7,16.9,"Jamal Mashburn-2000",4
"253","Anthony Mason",2000,"SF",0.56,18.3,0.48,0.746,0,0.48,1.7,6.4,4.2,0.9,0.3,1.8,2.5,10.9,"Anthony Mason-2000",12
"255","Vernon Maxwell",2000,"SG",0.462,12.3,0.345,0.73,0.3,0.382,0.5,2.3,2.7,1.4,0.3,1.9,3,18.7,"Vernon Maxwell-2000",3
"256","Walter McCarty",2000,"PF",0.451,11.6,0.339,0.722,0.309,0.367,1.4,3.2,2.9,1,0.9,2.7,3.4,9.4,"Walter McCarty-2000",1
"257","George McCloud",2000,"SF",0.548,18,0.417,0.818,0.378,0.448,1.2,3.6,4.2,0.8,0.4,2.3,3.1,13.4,"George McCloud-2000",2
"259","Antonio McDyess",2000,"PF",0.539,10.9,0.507,0.626,0,0.508,3.1,6,2.1,0.9,1.9,3.1,4.2,20.7,"Antonio McDyess-2000",12
"260","Tracy McGrady",2000,"SF",0.509,18.8,0.451,0.707,0.277,0.463,2.7,4.6,3.8,1.3,2.2,2.3,2.9,17.7,"Tracy McGrady-2000",12
"262","Jeff McInnis",2000,"PG",0.465,25,0.43,0.765,0.333,0.442,1.1,3.3,5.4,0.9,0.1,1.6,3.3,10.9,"Jeff McInnis-2000",2
"263","Derrick McKey",2000,"SF",0.524,7.8,0.398,0.768,0.435,0.388,1.6,6,2,1.6,0.7,1.1,4.6,7.9,"Derrick McKey-2000",3
"264","Aaron McKie",2000,"SG",0.497,19.5,0.411,0.829,0.364,0.424,0.9,3.7,4.4,2,0.3,2.1,3.6,12,"Aaron McKie-2000",5
"265","Roshown McLeod",2000,"SF",0.438,10,0.395,0.771,0.154,0.404,1.7,4.1,2.2,0.7,0.2,2.5,3.5,13.3,"Roshown McLeod-2000",3
"266","Ron Mercer",2000,"SG",0.479,11.3,0.426,0.789,0.313,0.431,1,2.8,2.4,1.1,0.3,2.3,2.3,17.4,"Ron Mercer-2000",3
"267","Andre Miller",2000,"PG",0.517,38.7,0.449,0.774,0.204,0.466,1.5,3.4,8.2,1.4,0.3,2.9,3.3,15.7,"Andre Miller-2000",10
"269","Brad Miller",2000,"C",0.558,7.8,0.461,0.785,0,0.464,4.2,6.7,1.7,0.9,1.3,1.8,4.2,15.8,"Brad Miller-2000",8
"271","Reggie Miller",2000,"SG",0.603,10.2,0.448,0.919,0.408,0.473,0.6,2.3,2.3,1,0.3,1.6,1.5,17.7,"Reggie Miller-2000",11
"272","Chris Mills",2000,"SF",0.489,12.7,0.421,0.81,0.267,0.439,2.6,4.3,2.6,1,0.2,1.4,3.3,17.9,"Chris Mills-2000",3
"273","Terry Mills",2000,"PF",0.545,7.1,0.439,0.735,0.393,0.484,1,6.6,1.7,0.7,0.5,0.9,4.7,10.7,"Terry Mills-2000",9
"275","Sam Mitchell",2000,"SF",0.513,13.4,0.447,0.88,0.435,0.448,0.8,3.2,3.3,0.8,0.4,1.3,3.4,12.5,"Sam Mitchell-2000",11
"276","Cuttino Mobley",2000,"SG",0.545,14.3,0.43,0.847,0.356,0.46,0.9,3.3,3,1.3,0.5,2.7,2.5,18.4,"Cuttino Mobley-2000",4
"280","Alonzo Mourning",2000,"C",0.596,8.7,0.551,0.711,0,0.553,2.8,7,1.6,0.5,3.9,2.8,4,22.5,"Alonzo Mourning-2000",7
"281","Chris Mullin",2000,"SG",0.59,10,0.428,0.902,0.409,0.455,0.9,3.8,2.3,1.7,0.6,1.7,3.7,15,"Chris Mullin-2000",11
"282","Eric Murdock",2000,"PG",0.468,25.3,0.385,0.638,0.381,0.387,0.8,3.2,5.6,2.4,0.3,3,3.5,11.7,"Eric Murdock-2000",5
"284","Lamond Murray",2000,"SF",0.517,10.1,0.451,0.761,0.367,0.465,1.9,4.5,2,1.6,0.5,2.8,3.2,17.9,"Lamond Murray-2000",4
"285","Tracy Murray",2000,"SF",0.555,6.5,0.433,0.851,0.43,0.435,1.2,4.1,1.4,0.9,0.5,1.7,3.6,16,"Tracy Murray-2000",11
"287","Steve Nash",2000,"PG",0.601,25.5,0.477,0.882,0.403,0.528,0.8,2,6.4,0.9,0.1,2.4,2.9,11.3,"Steve Nash-2000",2
"288","Tyrone Nesby",2000,"SG",0.487,9.1,0.398,0.791,0.335,0.426,1.3,3,1.9,1.2,0.5,1.6,3.2,15.1,"Tyrone Nesby-2000",3
"289","Rasho Nesterovic",2000,"C",0.492,7.8,0.476,0.573,0,0.478,2.8,5.1,1.9,0.4,1.8,1.5,5.5,9.8,"Rasho Nesterovic-2000",8
"290","Johnny Newman",2000,"SF",0.566,6.2,0.446,0.838,0.379,0.476,0.8,2.3,1.3,1.1,0.2,1.8,4.2,16.7,"Johnny Newman-2000",11
"291","Moochie Norris",2000,"PG",0.542,30.2,0.434,0.781,0.414,0.438,1.1,3.7,6.7,1.6,0.1,2.2,2.3,14.8,"Moochie Norris-2000",2
"292","Dirk Nowitzki",2000,"PF",0.564,10.9,0.461,0.83,0.379,0.491,1.2,5.3,2.5,0.8,0.8,1.7,3.1,17.6,"Dirk Nowitzki-2000",11
"293","Jermaine O'Neal",2000,"C",0.515,3.3,0.486,0.582,0,0.489,4.1,5.5,0.8,0.5,2.3,2,5.3,11.4,"Jermaine O'Neal-2000",8
"294","Shaquille O'Neal",2000,"C",0.578,19.3,0.574,0.524,0,0.575,3.8,8.4,3.4,0.4,2.7,2.5,2.9,26.7,"Shaquille O'Neal-2000",12
"295","Charles Oakley",2000,"PF",0.459,15.8,0.418,0.776,0.341,0.424,1.7,6.3,3.7,1.5,0.7,2.3,4.4,8.1,"Charles Oakley-2000",3
"296","Lamar Odom",2000,"SF",0.521,20.2,0.438,0.719,0.36,0.453,2.1,5.7,4.1,1.2,1.2,3.4,3.8,16.4,"Lamar Odom-2000",4
"297","Hakeem Olajuwon",2000,"C",0.484,10.2,0.458,0.616,0,0.461,2.2,7.2,2.1,1.4,2.4,2.5,3,15.6,"Hakeem Olajuwon-2000",12
"300","Greg Ostertag",2000,"C",0.525,1.7,0.464,0.636,0,0.466,3.9,6.9,0.4,0.4,3.9,1.8,4.4,8.2,"Greg Ostertag-2000",7
"301","Bo Outlaw",2000,"PF",0.597,14.7,0.602,0.506,0,0.607,3.1,5,3.8,1.7,2.3,2.1,3.1,7.6,"Bo Outlaw-2000",7
"302","Doug Overton",2000,"PG",0.466,19.4,0.396,0.952,0.357,0.405,1.2,1.6,4.4,0.8,0,1.7,3.8,12.7,"Doug Overton-2000",2
"303","Billy Owens",2000,"PF",0.462,11.6,0.419,0.594,0.324,0.429,2.7,5.6,2.7,0.9,0.6,2.3,4.6,10.3,"Billy Owens-2000",9
"304","Robert Pack",2000,"PG",0.49,38,0.417,0.808,0.364,0.42,0.4,1.9,9.1,1.7,0.2,4.1,2.4,14,"Robert Pack-2000",10
"305","Scott Padgett",2000,"PF",0.395,8.9,0.314,0.704,0.295,0.323,2,5.3,2.1,1.2,0.7,1.8,4.6,10,"Scott Padgett-2000",1
"306","Milt Palacio",2000,"PG",0.473,19.7,0.439,0.595,0,0.448,1.6,3.1,4.4,1.8,0,4,2.9,9.9,"Milt Palacio-2000",5
"308","Cherokee Parks",2000,"C",0.521,6.8,0.497,0.649,0,0.5,2.5,5.7,1.6,1.3,2,1.2,5.1,7.5,"Cherokee Parks-2000",8
"310","Ruben Patterson",2000,"SF",0.587,9.7,0.536,0.692,0.444,0.539,3.7,3.7,2.2,1.6,0.7,2.5,3.3,16.2,"Ruben Patterson-2000",6
"311","Gary Payton",2000,"PG",0.535,37.7,0.448,0.735,0.34,0.497,1.1,4.5,7.7,1.6,0.2,2.4,1.9,20.8,"Gary Payton-2000",10
"312","Anthony Peeler",2000,"SG",0.52,14.3,0.436,0.798,0.333,0.491,1,3,3.4,1.1,0.2,1.5,3,14,"Anthony Peeler-2000",11
"314","Sam Perkins",2000,"PF",0.555,6.4,0.417,0.825,0.408,0.426,1.4,5,1.5,0.7,0.7,1.4,3,11.9,"Sam Perkins-2000",11
"315","Elliot Perry",2000,"PG",0.493,29.3,0.435,0.806,0.282,0.459,0.6,2.2,6.2,1.7,0,2.7,2.1,14.2,"Elliot Perry-2000",2
"316","Chuck Person",2000,"SF",0.403,9.6,0.301,0.5,0.253,0.464,0.6,5,2.3,0.5,0.2,1.3,5.9,10.8,"Chuck Person-2000",1
"317","Wesley Person",2000,"SG",0.528,11.6,0.428,0.792,0.424,0.431,0.8,3.9,2.6,0.7,0.3,1.1,2.1,12.7,"Wesley Person-2000",11
"318","Bobby Phills",2000,"SG",0.524,17.2,0.454,0.723,0.33,0.5,0.7,2.4,3.4,1.8,0.3,2.1,3.1,16.6,"Bobby Phills-2000",6
"319","Eric Piatkowski",2000,"SF",0.53,8,0.415,0.85,0.383,0.439,1.6,3.1,1.7,0.9,0.3,1.2,2.9,13.8,"Eric Piatkowski-2000",11
"320","Paul Pierce",2000,"SF",0.55,14.6,0.442,0.798,0.343,0.476,1.2,4.4,3.1,2.1,0.9,2.5,3.3,19.9,"Paul Pierce-2000",4
"321","Scottie Pippen",2000,"SF",0.533,23.7,0.451,0.717,0.327,0.506,1.5,5.2,5.3,1.5,0.5,2.7,2.7,13.4,"Scottie Pippen-2000",2
"323","Olden Polynice",2000,"C",0.497,3.2,0.51,0.311,0.5,0.51,3.3,5.7,0.7,0.6,1.7,1.4,5.1,8.6,"Olden Polynice-2000",9
"324","Terry Porter",2000,"PG",0.596,22.3,0.447,0.806,0.435,0.457,0.5,3.7,4.9,1.1,0.2,2.2,1.8,14.3,"Terry Porter-2000",2
"325","James Posey",2000,"SF",0.55,10.8,0.429,0.8,0.373,0.468,1.5,4.1,2.6,1.7,0.6,1.7,3.6,11.6,"James Posey-2000",6
"326","Vitaly Potapenko",2000,"C",0.527,7.1,0.499,0.681,0,0.5,3.6,6.4,1.5,0.8,0.6,2.9,4.8,14.5,"Vitaly Potapenko-2000",8
"327","Brent Price",2000,"PG",0.518,25.8,0.345,0.872,0.368,0.314,0.7,2.5,5.9,1.4,0.1,4,5.3,12,"Brent Price-2000",5
"328","Laron Profit",2000,"SG",0.386,16.7,0.356,0.4,0.176,0.429,0.3,3.8,4,1.1,0.6,3,4.2,7.8,"Laron Profit-2000",1
"332","Bryant Reeves",2000,"C",0.481,7.9,0.448,0.648,0,0.452,2.6,5.4,1.7,0.7,0.8,2.4,5,12.4,"Bryant Reeves-2000",8
"335","J.R. Reid",2000,"PF",0.495,4.2,0.417,0.768,0.143,0.433,1.7,5.3,1.1,1.1,0.3,1.2,4.8,9,"J.R. Reid-2000",3
"337","Glen Rice",2000,"SF",0.551,11.1,0.43,0.874,0.367,0.449,0.8,3.9,2.5,0.7,0.2,1.6,2.5,18.1,"Glen Rice-2000",11
"338","Mitch Richmond",2000,"SG",0.536,13.5,0.426,0.876,0.386,0.438,0.6,2.6,2.8,1.7,0.2,2.3,2.9,19.3,"Mitch Richmond-2000",4
"339","Isaiah Rider",2000,"SG",0.488,19.4,0.419,0.785,0.311,0.441,1.1,3.4,3.8,0.7,0.1,2.9,2.3,20,"Isaiah Rider-2000",4
"342","Clifford Robinson",2000,"SF",0.564,13.3,0.464,0.782,0.37,0.501,1.3,3.2,2.8,1.1,0.8,2.1,3,18.7,"Clifford Robinson-2000",4
"343","David Robinson",2000,"C",0.568,10.3,0.512,0.726,0,0.513,2.7,8.1,2,1.4,2.6,2.3,3.5,20.1,"David Robinson-2000",12
"344","Eddie Robinson",2000,"SF",0.569,5.2,0.549,0.734,0,0.555,1.7,4.2,1,1.6,0.8,1.3,2.2,15.2,"Eddie Robinson-2000",6
"345","Glenn Robinson",2000,"SF",0.534,11.8,0.472,0.802,0.363,0.493,1.3,4.7,2.4,1,0.5,2.8,2.6,21,"Glenn Robinson-2000",4
"347","Carlos Rogers",2000,"C",0.549,6.3,0.525,0.591,0.071,0.545,3.2,5.8,1.4,0.5,1.1,2.1,2.5,13.8,"Carlos Rogers-2000",7
"348","Rodney Rogers",2000,"PF",0.57,12.5,0.486,0.639,0.439,0.506,2.2,4.9,2.7,1.5,0.7,2.6,4.6,17.8,"Rodney Rogers-2000",6
"349","Roy Rogers",2000,"PF",0.42,3.8,0.398,0.463,0,0.402,3.3,4.8,0.9,0.2,3.9,1,3.7,9,"Roy Rogers-2000",8
"351","Jalen Rose",2000,"SF",0.547,18.4,0.471,0.827,0.393,0.486,0.5,4.2,3.9,1,0.6,2.3,2.8,17.6,"Jalen Rose-2000",4
"352","Malik Rose",2000,"PF",0.525,5.7,0.457,0.722,0.333,0.458,3.6,5.4,1.3,0.9,1.4,2.7,6.2,13.3,"Malik Rose-2000",9
"354","Bryon Russell",2000,"SF",0.55,8.9,0.446,0.75,0.396,0.467,1.2,4.1,2,1.6,0.3,1.3,3.2,14.4,"Bryon Russell-2000",6
"355","Arvydas Sabonis",2000,"C",0.568,12,0.505,0.843,0.368,0.509,2.1,8.9,2.5,0.9,1.7,2.1,3.9,16.6,"Arvydas Sabonis-2000",12
"357","Detlef Schrempf",2000,"SF",0.544,18.2,0.432,0.833,0.404,0.436,1.7,5.5,4.3,0.8,0.4,2.2,3.9,12.4,"Detlef Schrempf-2000",9
"358","Dennis Scott",2000,"SF",0.515,8.7,0.375,0.842,0.376,0.375,0.5,2.6,2,0.8,0.3,0.9,3,10.5,"Dennis Scott-2000",3
"359","Malik Sealy",2000,"SF",0.53,12.6,0.476,0.812,0.286,0.485,1.8,3.5,3,1.1,0.3,1.7,3,14,"Malik Sealy-2000",11
"360","Brian Shaw",2000,"SG",0.441,23.2,0.382,0.759,0.31,0.398,1.3,4.9,5.8,1,0.4,2.2,3,8.8,"Brian Shaw-2000",5
"361","Dickey Simpkins",2000,"PF",0.439,10.4,0.405,0.542,0,0.407,2.7,5.4,2.2,0.5,0.5,2.8,4.7,6.3,"Dickey Simpkins-2000",1
"363","Joe Smith",2000,"C",0.525,6.7,0.464,0.756,1,0.463,3.4,5.4,1.6,0.8,1.5,2.2,5.5,14.1,"Joe Smith-2000",9
"364","Michael Smith",2000,"SF",0.611,7.3,0.563,0.723,0,0.565,3.8,6.6,1.8,0.8,0.7,1.4,4,9.1,"Michael Smith-2000",7
"365","Steve Smith",2000,"SG",0.584,12.8,0.467,0.85,0.398,0.492,1.6,2.5,2.8,1,0.4,1.6,2.9,16.4,"Steve Smith-2000",11
"366","Rik Smits",2000,"C",0.518,8.5,0.484,0.739,0,0.485,1.8,6,1.7,0.4,1.9,2.1,4.8,19.8,"Rik Smits-2000",12
"367","Eric Snow",2000,"PG",0.482,32.7,0.43,0.712,0.244,0.446,0.5,2.8,7.8,1.8,0.1,2,3.1,8.2,"Eric Snow-2000",5
"369","Latrell Sprewell",2000,"SF",0.515,18.2,0.435,0.866,0.346,0.445,0.5,3.3,3.6,1.2,0.2,2.5,2,16.7,"Latrell Sprewell-2000",2
"370","Ryan Stack",2000,"PF",0.413,3.8,0.333,0.667,0,0.34,2.7,5.5,0.9,0.7,2,3.1,8.5,9.5,"Ryan Stack-2000",1
"371","Jerry Stackhouse",2000,"SG",0.545,20.3,0.428,0.815,0.288,0.462,1.3,2.3,4.2,1.2,0.4,3.6,2.1,22.2,"Jerry Stackhouse-2000",4
"372","John Starks",2000,"SG",0.453,26.2,0.375,0.847,0.345,0.388,0.3,2.8,5.5,1.3,0.1,2,3.1,15.6,"John Starks-2000",2
"373","Vladimir Stepania",2000,"C",0.395,2.3,0.367,0.472,0,0.397,3.7,4.6,0.5,1.8,2,3.9,7.8,13.4,"Vladimir Stepania-2000",8
"376","Bryant Stith",2000,"SG",0.568,13.7,0.455,0.831,0.304,0.519,1.2,3.2,3.2,0.9,0.6,1.7,2.9,13.2,"Bryant Stith-2000",11
"377","John Stockton",2000,"PG",0.591,48.1,0.501,0.86,0.355,0.53,0.7,2.5,10.4,2.1,0.2,2.6,2.8,14.7,"John Stockton-2000",10
"378","Peja Stojakovic",2000,"SF",0.559,9.4,0.448,0.882,0.375,0.491,1.5,4.2,2.2,1.1,0.1,1.8,2,18.1,"Peja Stojakovic-2000",11
"379","Damon Stoudamire",2000,"PG",0.508,28.4,0.432,0.841,0.377,0.449,0.9,2.8,6.1,1.2,0,2.3,2.6,14.8,"Damon Stoudamire-2000",2
"380","Erick Strickland",2000,"SG",0.531,15.9,0.433,0.831,0.392,0.447,1.2,4.5,3.8,1.9,0.2,1.8,3.4,15.4,"Erick Strickland-2000",6
"382","Rod Strickland",2000,"PG",0.485,38.9,0.429,0.702,0.048,0.44,1.2,3.1,8.5,1.5,0.3,3.1,2.4,14.3,"Rod Strickland-2000",10
"383","Derek Strong",2000,"PF",0.499,4.1,0.438,0.786,0.25,0.455,2.7,8,1,1.2,0.5,2.9,3.6,13.1,"Derek Strong-2000",9
"385","Bob Sura",2000,"SG",0.545,21.8,0.437,0.697,0.367,0.484,0.8,3.9,4.6,1.5,0.3,2.4,3.3,16.4,"Bob Sura-2000",4
"386","Wally Szczerbiak",2000,"SF",0.571,14.2,0.511,0.826,0.359,0.531,1.5,3,3.3,1,0.4,1.4,2.9,14,"Wally Szczerbiak-2000",11
"389","Maurice Taylor",2000,"PF",0.492,8.6,0.464,0.711,0.125,0.466,1.6,4.9,1.6,0.8,0.8,2.7,3.5,17.1,"Maurice Taylor-2000",12
"390","Jason Terry",2000,"PG",0.497,29.3,0.415,0.807,0.293,0.458,0.5,2.7,6.6,1.7,0.2,3,2.5,12.5,"Jason Terry-2000",10
"392","John Thomas",2000,"C",0.456,2.9,0.458,0.39,0,0.462,2.8,2.9,0.7,0.9,1.1,1.1,8,8.6,"John Thomas-2000",8
"393","Kenny Thomas",2000,"PF",0.477,9.8,0.399,0.66,0.262,0.44,2.9,5.8,2.3,1.1,0.4,2.2,3.3,11.9,"Kenny Thomas-2000",9
"394","Kurt Thomas",2000,"PF",0.542,7,0.505,0.781,0.333,0.506,2.6,6.6,1.5,0.9,0.8,1.9,5.1,11.7,"Kurt Thomas-2000",9
"395","Tim Thomas",2000,"SF",0.549,8.5,0.461,0.774,0.346,0.497,1.7,4,1.9,1,0.5,2.2,3.9,16.3,"Tim Thomas-2000",9
"396","Otis Thorpe",2000,"PF",0.528,7.2,0.514,0.604,0,0.521,2.6,5.1,1.5,1.2,0.4,2.7,6.3,12.9,"Otis Thorpe-2000",8
"397","Robert Traylor",2000,"PF",0.517,6.7,0.475,0.603,0,0.492,4,5.2,1.6,2,2,2.2,6.4,12.6,"Robert Traylor-2000",8
"401","Nick Van Exel",2000,"PG",0.483,39.7,0.39,0.817,0.332,0.419,0.4,3.4,8.7,0.8,0.1,2.7,1.8,15.6,"Nick Van Exel-2000",10
"402","Keith Van Horn",2000,"PF",0.537,10.3,0.445,0.847,0.368,0.462,2.6,6.2,2,0.8,0.8,3.2,3.3,19.9,"Keith Van Horn-2000",12
"403","Jacque Vaughn",2000,"PG",0.489,21.9,0.416,0.75,0.412,0.417,0.4,2.2,4.9,1.3,0,3.1,3.7,11.8,"Jacque Vaughn-2000",5
"404","Loy Vaught",2000,"PF",0.39,5.7,0.36,0.688,0,0.372,3.2,8,1.4,0.7,0.5,1.4,5.5,9.2,"Loy Vaught-2000",1
"406","Antoine Walker",2000,"PF",0.494,18.2,0.43,0.699,0.256,0.471,2.4,5.4,3.7,1.4,0.4,3.1,3.2,20.1,"Antoine Walker-2000",4
"409","John Wallace",2000,"SF",0.52,5.1,0.467,0.804,0,0.471,1.9,4.2,1,0.5,0.6,2.8,4.6,17.7,"John Wallace-2000",8
"410","Rasheed Wallace",2000,"PF",0.556,8.7,0.519,0.704,0.16,0.537,1.6,5.5,1.8,1.1,1.4,2,2.7,16.8,"Rasheed Wallace-2000",12
"411","Rex Walters",2000,"PG",0.474,25.6,0.418,0.75,0.25,0.465,0.7,2.6,6,0.6,0,2.7,4.1,8.6,"Rex Walters-2000",2
"412","Charlie Ward",2000,"PG",0.559,23.8,0.423,0.828,0.386,0.475,0.4,3.7,5.4,1.7,0.3,1.8,3.2,9.6,"Charlie Ward-2000",2
"414","Chris Webber",2000,"PF",0.53,21.1,0.483,0.751,0.284,0.496,2.4,7.5,4.3,1.5,1.6,2.7,3.3,22.9,"Chris Webber-2000",12
"415","Bonzi Wells",2000,"SF",0.54,14.9,0.492,0.682,0.377,0.506,2.4,3.2,3,2.1,0.4,3,4.7,18,"Bonzi Wells-2000",6
"417","David Wesley",2000,"PG",0.519,28.2,0.426,0.778,0.355,0.451,0.5,2.4,6,1.4,0.1,2.1,2.4,14.6,"David Wesley-2000",2
"418","Doug West",2000,"SG",0.467,11.8,0.407,0.85,0,0.415,1.1,3.3,2.7,0.7,0.5,1.2,5,9.4,"Doug West-2000",3
"421","Chris Whitney",2000,"PG",0.554,30.7,0.417,0.848,0.376,0.455,0.4,2.5,6.9,1.2,0.1,2.4,3.7,14.2,"Chris Whitney-2000",2
"422","Aaron Williams",2000,"PF",0.572,6.2,0.522,0.726,0,0.526,3.7,5.8,1.4,1,2.1,1.9,5.5,14.4,"Aaron Williams-2000",7
"423","Alvin Williams",2000,"PG",0.463,26.6,0.397,0.738,0.291,0.422,1.2,2.7,5.8,1.6,0.5,2.2,3.6,13.5,"Alvin Williams-2000",5
